FACILITY NAME,PERMIT ID,URL TO PERMIT TEXT,FACILITY LOCATION,FACILITY CITY,FACILITY STATE,FACILITY ZIP,ISSUE DATE,EXPIRE DATE,Location
PATTERSONVILLE QUARRY/ASPHALT PLT,4-2726-00003/00017,http://www.dec.ny.gov/dardata/boss/afs/permits/427260000300017.pdf,401 ST RTE 5S,AMSTERDAM,NY,12010,08/02/2000,,
HERO GROUP INC (BEECH-NUT) MANUFACTURING PLANT,4-2726-00061/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/427260006100001.pdf,100 HERO DR|FLORIDA BUSINESS PARK,AMSTERDAM,NY,12010,05/12/2008,,
BROOKMAN CORNERS COMPRESSOR STATION,4-2730-00038/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/427300003800001.pdf,E OF CASLER RD,MINDEN,NY,,12/06/2000,,
ST JOHNSVILLE QUARRY,4-2738-00004/00017,http://www.dec.ny.gov/dardata/boss/afs/permits/427380000400017.pdf,7904 ST RTE 5,ST JOHNSVILLE,NY,13452,04/11/2003,,
COBLESKILL STONE PRODUCTS CEPERLY AVE,4-3612-00007/00012,http://www.dec.ny.gov/dardata/boss/afs/permits/436120000700012.pdf,59-61 CEPERLEY AVE,ONEONTA,NY,13820,06/25/2004,,
WIGHTMAN LUMBER,4-3640-00035/00013,http://www.dec.ny.gov/dardata/boss/afs/permits/436400003500013.pdf,HAPPY VALLEY RD & CO RT 35,PORTLANDVILLE,NY,13834,09/09/1999,,
BROE BANK (HEMLOCK ROAD),4-3640-00046/00004,http://www.dec.ny.gov/dardata/boss/afs/permits/436400004600004.pdf,HEMLOCK RD,MILFORD,NY,13807,06/19/1997,,
KING ROAD MATERIALS INC,4-3817-00055/00005,http://www.dec.ny.gov/dardata/boss/afs/permits/438170005500005.pdf,FOOT OF MONROE ST,TROY,NY,12180,07/27/2004,,
UNIVERSITY AT ALBANY- EAST CAMPUS,4-3824-00072/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/438240007200001.pdf,1 UNIVERSITY PL - N SIDE OF OLD STERLING FACILITY,RENSSELAER,NY,12144,04/03/2002,,
INTERFACE SOLUTIONS,4-3828-00017/00009,http://www.dec.ny.gov/dardata/boss/afs/permits/438280001700009.pdf,12 DAVIS ST,HOOSICK FALLS,NY,12090,02/01/2000,,
Oak Mitsui Inc.,4-3828-00024/00028,http://www.dec.ny.gov/dardata/boss/afs/permits/438280002400028_r1.pdf,80 FIRST ST,HOOSICK FALLS,NY,12090,08/20/2015,08/19/2025,
TACONIC,4-3834-00004/00028,http://www.dec.ny.gov/dardata/boss/afs/permits/438340000400028.pdf,136 COONBROOK RD,PETERSBURG,NY,12138,12/02/2014,12/01/2024,
ELLIS HOSPITAL,4-4215-00010/00007,http://www.dec.ny.gov/dardata/boss/afs/permits/442150001000007.pdf,1101 NOTT ST,SCHENECTADY,NY,12308,01/21/2009,,
SCHENECTADY - C STP,4-4215-00027/00007,http://www.dec.ny.gov/dardata/boss/afs/permits/442150002700007.pdf,300 ANTHONY ST,SCHENECTADY,NY,12305,11/04/2010,,
SI GROUP INC CONGRESS,4-4215-00032/00211,http://www.dec.ny.gov/dardata/boss/afs/permits/442150003200211.pdf,CONGRESS ST AT 10TH AVE,SCHENECTADY,NY,12303,03/18/1999,,
CARVER STONE- ASPHALT PLANT,4-4220-00136/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/442200013600003.pdf,SETTLES HILL RD,DUANESBURG,NY,,07/17/2002,,
USDOE KNOLLS ATOMIC POWER LABORATORY,4-4224-00024/00039,http://www.dec.ny.gov/dardata/boss/afs/permits/442240002400039.pdf,2401 RIVER RD,NISKAYUNA,NY,12309,04/04/2000,,
SI GROUP INC - ROTTERDAM JUNCTION FACILITY,4-4228-00056/00474,http://www.dec.ny.gov/dardata/boss/afs/permits/442280005600474.pdf,1000 MAIN ST (ST RTE 5S),ROTTERDAM JUNCTION,NY,12150,07/01/2008,,
SI GROUP INC - ROTTERDAM JUNCTION FACILITY,4-4228-00056/00477,http://www.dec.ny.gov/dardata/boss/afs/permits/442280005600477.pdf,1000 MAIN ST (ST RTE 5S),ROTTERDAM JUNCTION,NY,12150,07/20/2015,07/19/2025,
VON ROLL USA INC,4-4228-00076/00120,http://www.dec.ny.gov/dardata/boss/afs/permits/442280007600120.pdf,200 VON ROLL DR,SCHENECTADY,NY,12306,02/03/2014,02/02/2024,
VON ROLL USA INC,4-4228-00076/00121,http://www.dec.ny.gov/dardata/boss/afs/permits/442280007600121.pdf,200 VON ROLL DR,SCHENECTADY,NY,12306,01/01/2015,12/31/2024,
WM LARNED & SONS PLANT,4-4228-00078/00007,http://www.dec.ny.gov/dardata/boss/afs/permits/442280007800007.pdf,544 BURDECK ST,ROTTERDAM,NY,12306,02/25/2005,,
SUNY COBLESKILL AG & TECH COLLEGE,4-4326-00023/00005,http://www.dec.ny.gov/dardata/boss/afs/permits/443260002300005.pdf,W MAIN ST,COBLESKILL,NY,12043,08/30/2002,,
MASICK PIT,4-4338-00004/00007,http://www.dec.ny.gov/dardata/boss/afs/permits/443380000400007_r1.pdf,4860 ST RTE 30,SCHOHARIE,NY,12157,03/26/2014,03/25/2024,
SCHOHARIE QUARRY,4-4342-00001/00016,http://www.dec.ny.gov/dardata/boss/afs/permits/443420000100016.pdf,163 EASTERN AVE,SCHOHARIE,NY,12157,06/25/2004,,
WRIGHT COMPRESSOR STATION,4-4350-00008/00011,http://www.dec.ny.gov/dardata/boss/afs/permits/443500000800011.pdf,WESTFALL ROAD,WRIGHT,NY,,04/12/2002,,
PHIL'S DRY CLEANING,5-0913-00068/00006,http://www.dec.ny.gov/dardata/boss/afs/permits/509130006800006.pdf,84 MONTCALM AVE,PLATTSBURGH,NY,12901,09/25/2014,09/24/2017,
"BFG  INTERNATIONAL USA, INC",5-0913-00110/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/509130011000001.pdf,29 DISTRIBUTION WAY|IMPERIAL INDUSTRIAL PARK,PLATTSBURGH,NY,12901,07/19/2010,07/18/2020,
SWAROVSKI LIGHTING,5-0942-00001/00034,http://www.dec.ny.gov/dardata/boss/afs/permits/509420000100034_r1.pdf,61 INDUSTRIAL BLVD,PLATTSBURGH,NY,12901,07/02/2015,07/01/2025,
PLATTSBURGH ORGANICS RECYCLING PLANT,5-0942-00006/00009,http://www.dec.ny.gov/dardata/boss/afs/permits/509420000600009.pdf,REEVES LN,PLATTSBURGH,NY,12901,08/21/2002,,
PLATTSBURGH QUARRY,5-0942-00034/00025,http://www.dec.ny.gov/dardata/boss/afs/permits/509420003400025.pdf,111 QUARRY RD,PLATTSBURGH,NY,12901,03/12/2001,,
CAMOPLAST TRACTION GROUP,5-0942-00201/02001,http://www.dec.ny.gov/dardata/boss/afs/permits/509420020102001.pdf,1 MARTINA CIR,PLATTSBURGH,NY,12901,09/29/2009,,
WOOD GROUP PRATT & WHITNEY INDUSTRIAL TURBINE SERVICES LLC,5-0942-00239/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/509420023900002.pdf,38 COLORADO ST,PLATTSBURGH,NY,12903,06/02/2005,,
SALERNO PACKAGING INC,5-0942-00250/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/509420025000001_r1.pdf,14 GUS LAPHAM LN,PLATTSBURGH,NY,12901,07/21/2014,07/20/2024,
JEFFORDS STEEL & ENGINEERING CO,5-0942-00311/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/509420031100001_r1.pdf,4398 ST RTE 22,PLATTSBURGH,NY,12901,06/09/2015,06/08/2025,
"SSF PRODUCTION, LLC",5-0942-00448/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/509420044800001_r1.pdf,49 WERNER SCHLUTER WAY,PLATTSBURGH,NY,12901,09/29/2014,09/28/2024,
CLINTON CORRECTIONAL FAC POWERHOUSE,5-0944-00002/00004,http://www.dec.ny.gov/dardata/boss/afs/permits/509440000200004_r1.pdf,LOWER END FLAGG ST,DANNEMORA,NY,12929,07/07/2014,07/06/2024,
CLINTON COUNTY ASPHALT PLANT,5-0946-00101/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/509460010100001.pdf,172-195 KELLEY RD - W SIDE - 0.9 MI FROM MILITARY TPKE EXT - S OF NYSEG POWER LINE ROW,SCHUYLER FALLS,NY,12985,04/20/2010,,
LEWIS QUARRY,5-1532-00009/00011,http://www.dec.ny.gov/dardata/boss/afs/permits/515320000900011.pdf,9198 US RTE 9|E SIDE - S OF MOSS RD,LEWIS,NY,12950,07/09/2003,,
SARANAC LAKE QUARRY,5-1544-00010/00012,http://www.dec.ny.gov/dardata/boss/afs/permits/515440001000012_r1.pdf,BLOOMINGDALE RD (ST RTE 3) - W SIDE,SARANAC LAKE,NY,12983,06/02/2015,06/01/2025,
NYCO WOLLASTOCOAT PRODUCT PLANT,5-1552-00005/00133,http://www.dec.ny.gov/dardata/boss/afs/permits/515520000500133_r1_1.pdf,803 MOUNTAIN VIEW DR,WILLSBORO,NY,12996,12/30/2014,12/29/2024,
MALONE QUARRY,5-1628-00003/00006,http://www.dec.ny.gov/dardata/boss/afs/permits/516280000300006_r1.pdf,QUARRY RD|(FORMERLY TUTTLE RD),NORTH BANGOR,NY,12966,10/20/2014,10/19/2024,
AGRI-MARK INC - CHATEAUGAY PLANT,5-1634-00012/00016,http://www.dec.ny.gov/dardata/boss/afs/permits/516340001200016_r1.pdf,39 MCCADAM LN,CHATEAUGAY,NY,12920,09/16/2013,09/15/2023,
GRASSLANDS DBA CASELLA ORGANICS,5-1634-00033/00008,http://www.dec.ny.gov/dardata/boss/afs/permits/516340003300008_r1.pdf,283 SMITH RD,CHATEAUGAY,NY,12920,09/03/2014,09/02/2024,
BARRETT PAVING WESTVILLE PLANT,5-1656-00029/00005,http://www.dec.ny.gov/dardata/boss/afs/permits/516560002900005.pdf,FERRIS RD,WESTVILLE CENTER,NY,13668,06/26/2001,,
"CALLANAN INDUSTRIES GRAVEL PIT, PLANT 67",5-1705-00004/00006,http://www.dec.ny.gov/dardata/boss/afs/permits/517050000400006_r1.pdf,28 HILL ST,GLOVERSVILLE,NY,12078,08/01/2014,07/31/2024,
PROFESSIONAL LAUNDERERS & DRYCLEANERS,5-1705-00085/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/517050008500002_r1.pdf,335 N MAIN ST,GLOVERSVILLE,NY,12078,08/10/2015,08/09/2025,
TOWNSEND LEATHER COMPANY,5-1708-00003/02001,http://www.dec.ny.gov/dardata/boss/afs/permits/517080000302001_r1.pdf,45-49 TOWNSEND AVE,JOHNSTOWN,NY,12095,06/03/2015,06/02/2025,
BENJAMIN MOORE & CO,5-1799-00005/02001,http://www.dec.ny.gov/dardata/boss/afs/permits/517080003602001.pdf,UNION AVE,JOHNSTOWN,NY,12095,05/30/2006,,
PALLETTE STONE CORP SARATOGA SPRINGS QUARRY,5-4115-00010/00045,http://www.dec.ny.gov/dardata/boss/afs/permits/541150001000045_r1.pdf,373 WASHINGTON ST|ST RTE 29 AND CO RTE 23,SARATOGA SPRINGS,NY,12866,07/10/2013,07/09/2023,
CASCADES TISSUE,5-4138-00017/00007,http://www.dec.ny.gov/dardata/boss/afs/permits/541380001700007_r1.pdf,510 SOUTH MAIN ST,MECHANICVILLE,NY,12118,09/16/2013,09/15/2023,
FAB 8,5-4140-00189/00004,http://www.dec.ny.gov/dardata/boss/afs/permits/541400018900004.pdf,LUTHER FOREST TECHNOLOGY CAMPUS   |400 STONE BREAK ROAD EXTENSION,MALTA,NY,12020,03/16/2015,03/15/2025,
POMPA BROS QUARRY & MILL,5-4142-00003/00012,http://www.dec.ny.gov/dardata/boss/afs/permits/541420000300012_r1.pdf,5 PETRIFIED GARDENS RD,SARATOGA SPRINGS,NY,12866,07/01/2014,06/30/2024,
SCA TISSUE N A,5-4144-00004/00027,http://www.dec.ny.gov/dardata/boss/afs/permits/541440000400027_r1.pdf,1 RIVER ST,SOUTH GLENS FALLS,NY,12803,11/05/2014,11/04/2024,
50 HARRISON AVENUE  LLC,5-4144-00013/00040,http://www.dec.ny.gov/dardata/boss/afs/permits/541440001300040.pdf,50 HARRISON AVE,SOUTH GLENS FALLS,NY,12803,05/27/2008,,
HEXION INC,5-4144-00085/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/541440008500001.pdf,64 FARNAN RD,SOUTH GLENS FALLS,NY,12803,08/28/1997,,
MOHAWK FINE PAPERS INC WATERFORD FACILITY,5-4154-00003/00019,http://www.dec.ny.gov/dardata/boss/afs/permits/541540000300019.pdf,1 OCONNOR DR,WATERFORD,NY,12188,01/22/1999,,
EVONIK CORPORATION,5-4154-00023/00056,http://www.dec.ny.gov/dardata/boss/afs/permits/541540002300056_r1.pdf,7 SCHOOLHOUSE LN,WATERFORD,NY,12188,10/27/2014,10/26/2024,
GLENS FALLS STP,5-5205-00015/00007,http://www.dec.ny.gov/dardata/boss/afs/permits/552050001500007.pdf,2 SHERMANTOWN RD,GLENS FALLS,NY,12801,07/12/2003,,
JOINTA GALUSHA LLC GLENS FALLS LIME QUARRY,5-5205-00017/00012,http://www.dec.ny.gov/dardata/boss/afs/permits/552050001700012.pdf,203 WARREN ST,GLENS FALLS,NY,12801,07/19/1999,,
PREGIS INNOVATIVE PACKAGING INC,5-5205-00025/00086,http://www.dec.ny.gov/dardata/boss/afs/permits/552050002500086.pdf,18 PECK AVE,GLENS FALLS,NY,12801,01/25/2011,,
AMES GOLDSMITH CORP,5-5205-00057/00006,http://www.dec.ny.gov/dardata/boss/afs/permits/552050005700006_r1.pdf,21 ROGERS ST,GLENS FALLS,NY,12801,07/14/2015,07/13/2025,
PECKHAM CHESTERTOWN PLT,5-5224-00010/00013,http://www.dec.ny.gov/dardata/boss/afs/permits/552240001000013.pdf,RT 9,CHESTERTOWN,NY,12817,08/06/1998,,
C R BARD USCI DIV,5-5234-00007/00087,http://www.dec.ny.gov/dardata/boss/afs/permits/552340000700087.pdf,289 BAY RD,QUEENSBURY,NY,12804,04/18/2007,,
PREGIS INNOVATIVE PACKAGING INC,5-5234-00381/00011,http://www.dec.ny.gov/dardata/boss/afs/permits/552340038100011.pdf,300 LOWER WARREN ST,QUEENSBURY,NY,12804,09/15/2002,,
NORTHEASTERN PRODUCTS CORP,5-5240-00010/02001,http://www.dec.ny.gov/dardata/boss/afs/permits/552400001002001.pdf,115 SWEET RD,WARRENSBURG,NY,12885,07/10/2013,07/09/2023,
PECKHAM MATERIALS MIDDLE FALLS PLANT,5-5326-00007/00008,http://www.dec.ny.gov/dardata/boss/afs/permits/553260000700008.pdf,582 ST RTE 29,GREENWICH,NY,12834,01/24/2003,,
NYS GREAT MEADOW CORRECTIONAL FACILITY,5-5328-00010/00024,http://www.dec.ny.gov/dardata/boss/afs/permits/553280001000024.pdf,ST RTE 22 - E OF US RTE 4,COMSTOCK,NY,12821,04/02/2012,,
"JOINTA GALUSHA, LLC - GOODSELL QUARRY",5-5328-00199/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/553280019900002.pdf,W OF US RTE 4 & N OF GOODSELL LANE,FORT ANN,NY,12827,07/22/2015,07/21/2025,
GENERAL ELECTRIC COMPANY - TDIS,5-5330-00009/00295,http://www.dec.ny.gov/dardata/boss/afs/permits/553300000900295.pdf,381 UPPER BROADWAY,FORT EDWARD,NY,12828,12/15/1999,,
IRVING TISSUE INC FT EDWARD OPERATIONS,5-5330-00015/00029,http://www.dec.ny.gov/dardata/boss/afs/permits/553300001500029.pdf,1 EDDY ST,FORT EDWARD,NY,12828,01/05/2008,,
ENVIRONMENTAL SOIL MANAGEMENT OF N Y,5-5330-00038/00021,http://www.dec.ny.gov/dardata/boss/afs/permits/553300003800021_r1_1.pdf,304 TOWPATH RD,FORT EDWARD,NY,12828,07/24/2013,07/23/2023,
SAINT-GOBAIN PERFORMANCE PLASTICS,5-5332-00006/00021,http://www.dec.ny.gov/dardata/boss/afs/permits/553320000600021_r1.pdf,1 SEALANTS PARK,GRANVILLE,NY,12832,07/24/2013,07/23/2023,
TELESCOPE CASUAL FURNITURE,5-5332-00007/00065,http://www.dec.ny.gov/dardata/boss/afs/permits/553320000700065_r1.pdf,85 CHURCH ST,GRANVILLE,NY,12832,11/18/2013,11/17/2023,
HARTFORD QUARRY,5-5338-00009/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/553380000900003.pdf,ST RTE 149 - N SIDE - E OF KINGSBURY TOWNLINE,HARTFORD,NY,12838,09/14/2004,,
PECKHAM MATERIALS CORP  PLANT 31,5-5344-00009/00017,http://www.dec.ny.gov/dardata/boss/afs/permits/553440000900017.pdf,438 VAUGHN RD,HUDSON FALLS,NY,12839,04/07/1999,,
STERIGENICS US LLC,5-5344-00029/00011,http://www.dec.ny.gov/dardata/boss/afs/permits/553440002900011.pdf,84 PARK RD,QUEENSBURY,NY,12804,04/05/2000,02/03/2023,
W F LAKE CORP,5-5344-00083/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/553440008300001.pdf,65 PARK RD|WARREN WASHINGTON INDUSTRIAL PARK,KINGSBURY,NY,12804,03/16/2007,,
RWS MANUFACTURING INC,5-5344-00088/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/553440008800002.pdf,22 FERGUSON LN,QUEENSBURY,NY,12804,03/10/2008,03/09/2018,
BURROWS PAPER - MOHAWK VALLEY DIV,6-2109-00021/00006,http://www.dec.ny.gov/dardata/boss/afs/permits/621090002100006_r1.pdf,489 W MAIN ST,LITTLE FALLS,NY,13365,06/13/2014,06/12/2024,
EMPIRE FIBREGLASS PRODUCTS,6-2109-00023/02001,http://www.dec.ny.gov/dardata/boss/afs/permits/621090002302001.pdf,RIVERSIDE INDUSTRIAL PARK,LITTLE FALLS,NY,13365,11/09/2006,,
F E HALE MANUFACTURE COMPANY,6-2126-00091/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/621260009100001_r1.pdf,120 BENSON PL|NORTH FRANKFORT INDUSTRIAL PARK,FRANKFORT,NY,13340,02/20/2015,02/19/2025,
REMINGTON ARMS CO,6-2128-00019/00373,http://www.dec.ny.gov/dardata/boss/afs/permits/621280001900373_r1.pdf,14 HOEFLER AVE,ILION,NY,13357,04/29/2015,04/28/2025,
ELG UTICA ALLOYS-HERKIMER,6-2130-00097/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/621300009700001_r1.pdf,378 GROS BLVD  BLDG #1,HERKIMER,NY,13350,01/13/2014,01/12/2024,
CNY MELT CORP,6-2130-00111/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/621300011100001.pdf,3107 ST RTE 28 (SWEAT FURNACE PORTION OF OPERATION),HERKIMER,NY,13350,04/02/2014,03/31/2024,
KENYON PRESS INC,7-0856-00034/00007,http://www.dec.ny.gov/dardata/boss/afs/permits/708560003400007.pdf,1 KENYON PRESS DR,SHERBURNE,NY,13460,04/06/2006,,
BARRETT PAVING MATERIALS - LITCHFIELD QUARRY,6-2132-00001/00011,http://www.dec.ny.gov/dardata/boss/afs/permits/621320000100011_r1.pdf,363 RASBACH RD - W SIDE,LITCHFIELD,NY,13491,03/03/2015,03/02/2025,
TUMBLE FORMS,6-2136-00012/00016,http://www.dec.ny.gov/dardata/boss/afs/permits/621360001200016.pdf,1013 BARKER RD,DOLGEVILLE,NY,13329,01/28/2000,,
BERGERON BY DESIGN,6-2136-00064/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/621360006400001_r1.pdf,15 S SECOND ST,DOLGEVILLE,NY,13329,07/20/2015,07/19/2025,
SCHUYLER WOOD PELLET LLC,6-2148-00037/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/621480003700001_r1.pdf,172 DIAMOND DR,FRANKFORT,NY,13340,04/21/2014,04/20/2024,
HANSON - JORDANVILLE QUARRY,6-2152-00001/00020,http://www.dec.ny.gov/dardata/boss/afs/permits/621520000100020.pdf,CO RTE 155 - W SIDE - N OF ST RTE 167,JORDANVILLE,NY,13361,07/08/2013,07/07/2023,
GREAT LAKES CHEESE OF NEW YORK INC,6-2220-00008/02003,http://www.dec.ny.gov/dardata/boss/afs/permits/622200000802003_r1.pdf,23 PHELPS ST,ADAMS,NY,13605,02/11/2014,01/31/2024,
FIBERMARK - BROWNVILLE,6-2226-00120/00011,http://www.dec.ny.gov/dardata/boss/afs/permits/622260012000011_r1_1.pdf,101 BRIDGE STREET,BROWNVILLE,NY,13615,10/03/2014,10/02/2024,
CAPE VINCENT CORRECTIONAL FACILITY,6-2228-00121/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/622280012100003.pdf,ST RTE 12E - SE SIDE - AT BREEZY POINT RD,CAPE VINCENT,NY,13618,04/24/2001,,
CARTHAGE SPECIALTY PAPERBOARD,6-2230-00004/00007,http://www.dec.ny.gov/dardata/boss/afs/permits/622300000400007_r1.pdf,30 CHAMPION ST,WEST CARTHAGE,NY,13619,01/27/2015,01/26/2025,
BACH & COMPANY,6-2232-00001/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/622320000100003.pdf,PELO ROAD,CLAYTON,NY,13624,05/03/2003,,
FLORELLE TISSUE CORPORATION,6-2238-00014/00005,http://www.dec.ny.gov/dardata/boss/afs/permits/622380001400005.pdf,1 BRIDGE ST,BROWNVILLE,NY,13615,09/16/2008,,
ARSENAL STONE QUARRY,6-2238-00043/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/622380004300003.pdf,OLD ROME STATE RD,HOUNSFIELD,NY,13685,05/12/2004,,
HANSON - WATERTOWN,6-2248-00002/02002,http://www.dec.ny.gov/dardata/boss/afs/permits/622480000202002_r1.pdf,25133 ST RTE 3|BLACK RIVER RD,WATERTOWN,NY,13601,09/22/2014,09/21/2024,
BARRETT PAMELIA QUARRY,6-2248-00014/00017,http://www.dec.ny.gov/dardata/boss/afs/permits/622480001400017_r1.pdf,26572 ST RTE 37 - N OF ST RTE 342,WATERTOWN,NY,13601,07/22/2014,07/21/2024,
VESPA SAND & GRAVEL PIT,6-2258-00025/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/622580002500003.pdf,STATE & OVERLOOK,WATERTOWN,NY,13601,05/12/2004,,
OMNIAFILTRA LLC,6-2320-00015/02004,http://www.dec.ny.gov/dardata/boss/afs/permits/623200001502004_r1.pdf,9567 MAIN ST,BEAVER FALLS,NY,13305,09/08/2014,09/07/2024,
CROGHAN COMPRESSOR STATION,6-2320-00026/00007,http://www.dec.ny.gov/dardata/boss/afs/permits/623200002600007_r1.pdf,OLD STATE RD,CROGHAN,NY,13327,12/24/2014,12/23/2024,
QUBICAAMF,6-2336-00002/00044,http://www.dec.ny.gov/dardata/boss/afs/permits/623360000200044_r1_1.pdf,7412 UTICA BLVD,LOWVILLE,NY,13367,02/06/2015,02/05/2025,
Kraft Heinz Foods Company,6-2336-00005/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/623360000500003_r1.pdf,7388 UTICA BLVD,LOWVILLE,NY,13367,09/08/2014,09/07/2024,
BURROWS PAPER CORP LYONSDALE,6-2338-00002/00011,http://www.dec.ny.gov/dardata/boss/afs/permits/623380000200011_r1.pdf,7801 LYONSDALE RD (CO RTE 39) @ LOWDALE RD,LYONS FALLS,NY,13368,06/17/2014,06/16/2024,
EAST MARTINSBURG PIT,6-2340-00021/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/623400002100003_r1.pdf,WHITTAKER RD - 1000' W OF ST RTE 12,MARTINSBURG,NY,13404,04/21/2014,04/20/2024,
C & C ASPHALT,6-2340-00052/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/623400005200001_r1.pdf,5792 WHITAKER RD - S SIDE - BETWEEN ST RTES 12 & 26,EAST MARTINSBURG,NY,13367,11/13/2014,11/12/2024,
SOUTH LEWIS MIDDLE & SENIOR HIGH SCH,6-2350-00002/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/623500000200002.pdf,4264 EAST RD,TURIN,NY,13473,02/23/2010,,
V S VIRKLER & SON MINE,6-2352-00002/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/623520000200002.pdf,GYORE RD/PECKHAM ROAD,LOWVILLE,NY,13367,09/08/2003,,
ROME HOSPITAL MURPHY MEM HOSPITAL,6-3013-00045/02001,http://www.dec.ny.gov/dardata/boss/afs/permits/630130004502001.pdf,1500 N JAMES ST,ROME,NY,13440,12/21/2004,,
WORTHINGTON STEEL - ROME,6-3013-00052/00005,http://www.dec.ny.gov/dardata/boss/afs/permits/630130005200005.pdf,530 HENRY ST,ROME,NY,13440,03/14/2001,,
REVERE COPPER PRODUCTS INC,6-3013-00091/00039,http://www.dec.ny.gov/dardata/boss/afs/permits/630130009100039_r1_1.pdf,ONE REVERE PARK,ROME,NY,13440,11/01/2013,10/31/2023,
MOHAWK CORRECTIONAL FACILITY,6-3013-00103/00007,http://www.dec.ny.gov/dardata/boss/afs/permits/630130010300007_r1.pdf,"6514 RT 26, 6100 SCHOOL RD",ROME,NY,13340,05/17/2013,05/16/2023,
GRIFFISS CENTRAL HEAT PLANT,6-3013-00183/00007,http://www.dec.ny.gov/dardata/boss/afs/permits/630130018300007.pdf,655 ELLSWORTH RD,ROME,NY,13441,05/16/2012,,
PREMIER AVIATION  OVERHAUL CENTER LTD,6-3013-00237/00007,http://www.dec.ny.gov/dardata/boss/afs/permits/630130023700007_r1.pdf,394 HANGAR RD - BLDG 101,ROME,NY,13441,06/01/2015,05/31/2025,
ROME SPECIALTY COMPANY INC,6-3013-00251/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/630130025100002.pdf,501 WEST EMBARGO ST,ROME,NY,13440,11/08/2013,11/07/2023,
SHERRILL MANUFACTURING INC,6-3014-00004/00192,http://www.dec.ny.gov/dardata/boss/afs/permits/630140000400192.pdf,102 E SENECA ST,SHERRILL,NY,13461,10/28/2003,,
INDIUM CORP OF AMERICA AT 1676 LINCOLN,6-3016-00032/00077,http://www.dec.ny.gov/dardata/boss/afs/permits/630160003200077.pdf,1676 LINCOLN AVE,UTICA,NY,13503,03/10/2003,,
MOHAWK VALLEY PSYCHIATRIC CENTER,6-3016-00043/00005,http://www.dec.ny.gov/dardata/boss/afs/permits/630160004300005.pdf,1400 NOYES AT YORK,UTICA,NY,13502,09/08/2003,,
ONEIDA CO WATER POLLUTION CONTROL PLANT,6-3016-00048/00009,http://www.dec.ny.gov/dardata/boss/afs/permits/630160004800009.pdf,51 LELAND AVE,UTICA,NY,13502,09/02/2003,,
ST ELIZABETH HOSPITAL,6-3016-00051/00015,http://www.dec.ny.gov/dardata/boss/afs/permits/630160005100015_r1.pdf,2209 GENESEE ST,UTICA,NY,13501,11/04/2013,11/03/2023,
UTICA CUTLERY CO,6-3016-00061/00015,http://www.dec.ny.gov/dardata/boss/afs/permits/630160006100015_r1.pdf,820 NOYES ST,UTICA,NY,13502,01/12/2015,01/11/2025,
UTICA METAL PRODUCTS,6-3016-00065/00011,http://www.dec.ny.gov/dardata/boss/afs/permits/630160006500011_r1.pdf,1526 LINCOLN AVE,UTICA,NY,13502,12/16/2014,12/15/2024,
AUSTIN MOHAWK & COMPANY,6-3016-00071/02001,http://www.dec.ny.gov/dardata/boss/afs/permits/630160007102001_r1.pdf,2175 BEECHGROVE PL,UTICA,NY,13501,01/28/2015,01/27/2025,
UTICA TERMINAL,6-3016-00077/00018,http://www.dec.ny.gov/dardata/boss/afs/permits/630160007700018.pdf,37 WURZ AVE,UTICA,NY,13503,07/13/2000,,
THE INDIUM CORPORATION OF AMERICA,6-3016-00163/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/630160016300003_r1.pdf,111 BUSINESS PARK DR,UTICA,NY,13502,07/23/2014,07/22/2024,
